31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
0.0 1.0 1.0 1.0 3.0 6.0 7.0 22.0 54.0 76.0 149.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0
1.0 1.0 1.0 3.0 4.0 4.0 8.0 3.0 10.0 14.0 27.0 63.0 61.0 96.0 183.0 307.0 473.0 829.0 1472.0 2585.0
