31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
1.0 1.0 2.0 2.0 3.0 6.0 11.0 28.0 40.0 80.0 148.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0
0.0 1.0 1.0 1.0 3.0 2.0 6.0 2.0 7.0 5.0 7.0 30.0 29.0 31.0 69.0 96.0 142.0 260.0 405.0 695.0
