25 50 75 100 125 150 175 200 225 250 275 300 325 350 375 400 425 450 475 500
18.0 21.0 30.0 39.0 57.0 63.0 73.0 85.0 96.0 111.0 129.0 143.0 146.0 150.0 162.0 171.0 173.0 175.0 188.0 199.0
681.0 841.0 1112.0 1473.0 1788.0 2102.0 2400.0 2742.0 3043.0 3356.0 3633.0 3875.0 4175.0 4567.0 4845.0 5082.0 5435.0 5677.0 6113.0 7298.0
