10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200
4949.060993720465 4956.509586791949 4956.509586791949 4956.509586791949 4956.509586791949 4956.509586791949 4961.1466780619385 4970.694328428791 4963.653083257367 4970.745454075787 4956.714089379938 4971.847034406036 4964.609024465654 4963.755334551362 4956.6629637329415 4970.847705369782 4956.714089379938 4967.076821354572 4963.755334551362 4970.847705369782
147.0 202.0 194.0 243.0 245.0 252.0 283.0 332.0 363.0 405.0 443.0 491.0 527.0 587.0 602.0 642.0 679.0 724.0 765.0 810.0
