31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
4.0 5.0 5.0 5.0 5.0 9.0 9.0 18.0 29.0 31.0 42.0 52.0 56.0 63.0 61.0 47.0 49.0 56.0 48.0 53.0
9.0 5.0 7.0 7.0 5.0 13.0 16.0 31.0 58.0 83.0 147.0 256.0 404.0 657.0 1179.0 2081.0 3729.0 6626.0 11714.0 20916.0
